order_id,order_date,customer_id,customer_name,city,state,region,product_id,product,category,quantity,unit_price,cost_price,discount_pct,discount_amount,shipping_cost,gross_revenue,net_revenue,total_cost,profit,profit_margin_pct,payment_mode,status,delivery_days,warehouse
O0019295,2024-01-26,C01356,Nisha Sharma,Bhopal,Madhya Pradesh,West,P0002,Laptop 2,Electronics,1,49045.31,30331.91,20,9809.06,53.81,49045.31,39236.25,30385.72,8850.53,22.56,UPI,Delivered,2.0,WH-North
O0000277,2024-01-27,C02712,Isha Singh,Kota,Rajasthan,North,P0080,Face Wash 4,Beauty,4,466.29,356.63,5,93.26,369.69,1865.16,1771.9,1796.21,-24.31,-1.37,Cash on Delivery,Shipped,,WH-North
O0000496,2024-01-27,C00747,Ananya Agarwal,Nagpur,Maharashtra,West,P0059,Jeans 3,Fashion,4,1710.19,1250.43,30,2052.23,263.78,6840.76,0.0,5265.5,-5265.5,0.0,Cash on Delivery,Cancelled,,WH-North
O0002531,2024-01-27,C02922,Aditya Yadav,Bhopal,Madhya Pradesh,West,P0109,Fiction Book 1,Books,1,1045.13,738.19,5,52.26,445.89,1045.13,992.87,1184.08,-191.21,-19.26,Credit Card,Delivered,4.0,WH-South
O0005579,2024-01-27,C00347,Nisha Yadav,Bengaluru,Karnataka,South,P0032,Air Purifier 4,Home,5,17807.01,14551.08,25,22258.76,448.73,89035.05,66776.29,73204.13,-6427.84,-9.63,Wallet,Delivered,2.0,WH-East
O0006747,2024-01-27,C00352,Ananya Sharma,Nagpur,Maharashtra,West,P0016,Monitor 4,Electronics,1,2710.21,1927.52,20,542.04,229.84,2710.21,2168.17,2157.36,10.81,0.5,UPI,Delivered,1.0,WH-North
O0009128,2024-01-27,C01472,Nisha Mishra,Kanpur,Uttar Pradesh,North,P0083,Shampoo 3,Beauty,1,266.44,195.34,0,0.0,157.69,266.44,266.44,353.03,-86.59,-32.5,Net Banking,Processing,,WH-South
O0010506,2024-01-27,C02961,Mohit Patel,Hyderabad,Telangana,South,P0079,Face Wash 3,Beauty,1,1073.04,702.51,0,0.0,303.19,1073.04,0.0,1005.7,-1005.7,0.0,UPI,Cancelled,,WH-North
O0011096,2024-01-27,C01267,Sneha Sharma,Bengaluru,Karnataka,South,P0108,Business Book 4,Books,1,1559.01,1220.07,5,77.95,343.58,1559.01,0.0,1563.65,-1563.65,0.0,Credit Card,Cancelled,,WH-West
O0011099,2024-01-27,C01090,Rahul Prajapat,Udaipur,Rajasthan,North,P0041,Coffee Maker 1,Home,4,9218.44,6996.51,20,7374.75,397.27,36873.76,29499.01,28383.31,1115.7,3.78,Debit Card,Delivered,7.0,WH-South
O0012790,2024-01-27,C02338,Aisha Yadav,Ahmedabad,Gujarat,West,P0078,Face Wash 2,Beauty,1,2162.36,1319.92,5,108.12,217.73,2162.36,2054.24,1537.65,516.59,25.15,Cash on Delivery,Delivered,3.0,WH-East
O0014599,2024-01-27,C02044,Aisha Patel,Jodhpur,Rajasthan,North,P0084,Shampoo 4,Beauty,4,4039.0,3133.42,20,3231.2,241.29,16156.0,12924.8,12774.97,149.83,1.16,Credit Card,Delivered,5.0,WH-South
O0018389,2024-01-27,C01682,Priya Singh,Udaipur,Rajasthan,North,P0004,Laptop 4,Electronics,3,11156.04,8208.42,30,10040.44,307.15,33468.12,23427.68,24932.41,-1504.73,-6.42,UPI,Delivered,3.0,WH-East
O0018467,2024-01-27,C02031,Rahul Sharma,Mumbai,Maharashtra,West,P0048,Lamp 4,Home,1,7747.4,6035.79,10,774.74,293.02,7747.4,6972.66,6328.81,643.85,9.23,Credit Card,Processing,,WH-North
O0000150,2024-01-28,C00158,Aditya Verma,Hyderabad,Telangana,South,P0055,T-Shirt 3,Fashion,2,1979.83,1343.31,15,593.95,318.22,3959.66,3365.71,3004.84,360.87,10.72,UPI,Delivered,4.0,WH-East
O0001427,2024-01-28,C00806,Neha Sharma,Coimbatore,Tamil Nadu,South,P0107,Business Book 3,Books,3,1675.02,986.64,10,502.51,87.92,5025.06,4522.55,3047.84,1474.71,32.61,Debit Card,Delivered,8.0,WH-South
O0003970,2024-01-28,C01897,Diya Patel,Kolkata,West Bengal,East,P0108,Business Book 4,Books,4,2192.98,1764.91,0,0.0,203.12,8771.92,8771.92,7262.76,1509.16,17.2,Debit Card,Delivered,2.0,WH-East
O0004309,2024-01-28,C00171,Rohan Singh,Kolkata,West Bengal,East,P0093,Sunscreen 1,Beauty,2,4795.58,3711.0,10,959.12,321.88,9591.16,8632.04,7743.88,888.16,10.29,UPI,Delivered,1.0,WH-East
O0005089,2024-01-28,C02840,Diya Prajapat,Indore,Madhya Pradesh,West,P0090,Perfume 2,Beauty,2,4210.65,3280.06,25,2105.32,119.7,8421.3,6315.98,6679.82,-363.84,-5.76,UPI,Shipped,,WH-North
O0005192,2024-01-28,C02757,Arjun Mehta,Kota,Rajasthan,North,P0046,Lamp 2,Home,2,16371.21,11186.13,5,1637.12,274.03,32742.42,31105.3,22646.29,8459.01,27.19,Wallet,Delivered,7.0,WH-South
O0006102,2024-01-28,C02616,Meera Verma,Bengaluru,Karnataka,South,P0039,Vacuum Cleaner 3,Home,3,5726.29,3696.11,0,0.0,118.55,17178.87,17178.87,11206.88,5971.99,34.76,UPI,Delivered,3.0,WH-West
O0006241,2024-01-28,C00096,Riya Agarwal,Pune,Maharashtra,West,P0067,Jacket 3,Fashion,1,409.92,241.42,25,102.48,256.87,409.92,307.44,498.29,-190.85,-62.08,UPI,Delivered,3.0,WH-North
O0007487,2024-01-28,C01681,Rahul Mehta,Coimbatore,Tamil Nadu,South,P0109,Fiction Book 1,Books,1,1726.45,1073.32,5,86.32,145.34,1726.45,1640.13,1218.66,421.47,25.7,Net Banking,Delivered,2.0,WH-North
O0010639,2024-01-28,C02550,Pooja Kumar,Udaipur,Rajasthan,North,P0043,Coffee Maker 3,Home,2,7088.81,5645.03,20,2835.52,105.44,14177.62,11342.1,11395.5,-53.4,-0.47,Cash on Delivery,Delivered,3.0,WH-North
O0010921,2024-01-28,C01481,Rahul Yadav,Udaipur,Rajasthan,North,P0106,Business Book 2,Books,3,271.2,180.11,5,40.68,63.99,813.6,772.92,604.32,168.6,21.81,Credit Card,Delivered,1.0,WH-East
O0012177,2024-01-28,C01004,Nisha Joshi,Nagpur,Maharashtra,West,P0017,Keyboard 1,Electronics,2,59007.26,35209.54,0,0.0,399.96,118014.52,118014.52,70819.04,47195.48,39.99,Cash on Delivery,Delivered,5.0,WH-West
O0012294,2024-01-28,C02556,Priya Gupta,Kolkata,West Bengal,East,P0069,Backpack 1,Fashion,2,1270.54,704.25,25,635.27,264.37,2541.08,1905.81,1672.87,232.94,12.22,Debit Card,Processing,,WH-South
O0013164,2024-01-28,C01641,Mohit Sharma,Vadodara,Gujarat,West,P0101,Data Science Book 1,Books,1,1216.81,817.65,20,243.36,123.7,1216.81,973.45,941.35,32.1,3.3,Net Banking,Delivered,5.0,WH-East
O0013219,2024-01-28,C02667,Priya Patel,Kolkata,West Bengal,East,P0019,Keyboard 3,Electronics,1,52306.16,42486.16,5,2615.31,366.06,52306.16,49690.85,42852.22,6838.63,13.76,Cash on Delivery,Delivered,1.0,WH-East
O0013517,2024-01-28,C01764,Karan Patel,Hyderabad,Telangana,South,P0115,Yoga Mat 3,Sports,1,4577.34,3491.13,0,0.0,273.0,4577.34,4577.34,3764.13,813.21,17.77,Debit Card,Delivered,5.0,WH-East
O0013594,2024-01-28,C00686,Riya Prajapat,Lucknow,Uttar Pradesh,North,P0011,Tablet 3,Electronics,1,27758.86,20874.77,10,2775.89,400.85,27758.86,0.0,21275.62,-21275.62,0.0,Debit Card,Returned,2.0,WH-South
O0015793,2024-01-28,C02033,Karan Kumar,Indore,Madhya Pradesh,West,P0050,Storage Box 2,Home,5,14370.8,9878.58,5,3592.7,448.96,71854.0,68261.3,49841.86,18419.44,26.98,Credit Card,Delivered,4.0,WH-North
O0016346,2024-01-28,C01918,Riya Gupta,Vadodara,Gujarat,West,P0078,Face Wash 2,Beauty,3,1826.9,1123.87,5,274.04,396.25,5480.7,0.0,3767.86,-3767.86,0.0,UPI,Cancelled,,WH-West
O0016673,2024-01-28,C00162,Riya Singh,Indore,Madhya Pradesh,West,P0123,Football 3,Sports,1,9843.3,7121.47,0,0.0,163.59,9843.3,9843.3,7285.06,2558.24,25.99,Net Banking,Processing,,WH-East
O0017968,2024-01-28,C00100,Aarav Jain,Ahmedabad,Gujarat,West,P0046,Lamp 2,Home,4,17413.39,12298.82,0,0.0,302.38,69653.56,0.0,49497.66,-49497.66,0.0,Net Banking,Cancelled,,WH-West
O0018729,2024-01-28,C02492,Neha Saini,Bhopal,Madhya Pradesh,West,P0004,Laptop 4,Electronics,3,37770.93,29713.68,0,0.0,80.88,113312.79,113312.79,89221.92,24090.87,21.26,UPI,Delivered,8.0,WH-South
O0000524,2024-01-29,C01171,Ananya Prajapat,Kolkata,West Bengal,East,P0079,Face Wash 3,Beauty,4,3382.43,2342.85,0,0.0,87.45,13529.72,13529.72,9458.85,4070.87,30.09,UPI,Delivered,4.0,WH-South
O0000728,2024-01-29,C02563,Diya Mishra,New Delhi,Delhi,North,P0063,Sneakers 3,Fashion,2,2515.02,1919.03,20,1006.01,288.52,5030.04,4024.03,4126.58,-102.55,-2.55,Cash on Delivery,Delivered,8.0,WH-North
O0002750,2024-01-29,C00874,Sneha Patel,Indore,Madhya Pradesh,West,P0046,Lamp 2,Home,1,11702.55,7480.66,10,1170.26,369.33,11702.55,10532.29,7849.99,2682.3,25.47,Debit Card,Delivered,6.0,WH-East
O0003339,2024-01-29,C01878,Priya Prajapat,Vadodara,Gujarat,West,P0069,Backpack 1,Fashion,1,5017.22,3872.29,5,250.86,421.16,5017.22,4766.36,4293.45,472.91,9.92,Credit Card,Shipped,,WH-South
O0004030,2024-01-29,C02701,Kavya Jain,Nagpur,Maharashtra,West,P0001,Laptop 1,Electronics,1,16424.41,9757.97,5,821.22,250.31,16424.41,15603.19,10008.28,5594.91,35.86,Cash on Delivery,Delivered,8.0,WH-West
O0004301,2024-01-29,C02308,Meera Saini,Vadodara,Gujarat,West,P0030,Air Purifier 2,Home,3,2109.83,1357.24,10,632.95,159.41,6329.49,0.0,4231.13,-4231.13,0.0,Wallet,Returned,7.0,WH-North
O0005442,2024-01-29,C02204,Kavya Verma,Mumbai,Maharashtra,West,P0114,Yoga Mat 2,Sports,1,3370.8,2737.29,0,0.0,62.26,3370.8,3370.8,2799.55,571.25,16.95,Wallet,Delivered,2.0,WH-West
O0006696,2024-01-29,C02115,Arjun Singh,Kanpur,Uttar Pradesh,North,P0031,Air Purifier 3,Home,2,7876.57,5187.63,5,787.66,220.25,15753.14,0.0,10595.51,-10595.51,0.0,Net Banking,Cancelled,,WH-South
O0007956,2024-01-29,C00878,Priya Kumar,Udaipur,Rajasthan,North,P0060,Jeans 4,Fashion,2,3444.61,2074.12,25,1722.3,374.96,6889.22,5166.92,4523.2,643.72,12.46,Debit Card,Delivered,4.0,WH-East
O0009420,2024-01-29,C01288,Vivaan Patel,Bhopal,Madhya Pradesh,West,P0077,Face Wash 1,Beauty,1,950.62,725.9,5,47.53,304.56,950.62,903.09,1030.46,-127.37,-14.1,Net Banking,Delivered,7.0,WH-North
O0009458,2024-01-29,C02576,Rahul Jain,Kota,Rajasthan,North,P0117,Running Shoes 1,Sports,3,6592.85,5078.51,0,0.0,410.2,19778.55,0.0,15645.73,-15645.73,0.0,Wallet,Returned,7.0,WH-North
O0010139,2024-01-29,C02679,Karan Yadav,New Delhi,Delhi,North,P0014,Monitor 2,Electronics,1,8814.91,5021.37,5,440.75,84.31,8814.91,8374.16,5105.68,3268.48,39.03,Credit Card,Shipped,,WH-West
O0010772,2024-01-29,C00007,Ananya Mishra,Coimbatore,Tamil Nadu,South,P0122,Football 2,Sports,3,7671.61,5276.94,10,2301.48,328.81,23014.83,20713.35,16159.63,4553.72,21.98,UPI,Delivered,6.0,WH-West
O0010808,2024-01-29,C02321,Arjun Agarwal,Nagpur,Maharashtra,West,P0111,Fiction Book 3,Books,2,2293.5,1713.59,20,917.4,69.5,4587.0,3669.6,3496.68,172.92,4.71,Net Banking,Delivered,4.0,WH-South
O0011319,2024-01-29,C02153,Diya Sharma,Mumbai,Maharashtra,West,P0036,Mixer 4,Home,5,7133.17,4806.53,25,8916.46,325.74,35665.85,26749.39,24358.39,2391.0,8.94,UPI,Delivered,8.0,WH-East
O0011813,2024-01-29,C00162,Riya Singh,Indore,Madhya Pradesh,West,P0080,Face Wash 4,Beauty,1,3971.31,3136.69,5,198.57,93.92,3971.31,3772.74,3230.61,542.13,14.37,Credit Card,Delivered,4.0,WH-North
O0012655,2024-01-29,C00492,Aarav Sharma,New Delhi,Delhi,North,P0103,Data Science Book 3,Books,5,1214.32,673.66,5,303.58,378.5,6071.6,5768.02,3746.8,2021.22,35.04,Cash on Delivery,Shipped,,WH-North
O0013659,2024-01-29,C01124,Meera Kumar,Hyderabad,Telangana,South,P0107,Business Book 3,Books,3,909.93,532.16,5,136.49,330.04,2729.79,2593.3,1926.52,666.78,25.71,Debit Card,Shipped,,WH-South
O0014809,2024-01-29,C02487,Sneha Jain,Bengaluru,Karnataka,South,P0086,Moisturizer 2,Beauty,4,3663.83,2610.7,25,3663.83,53.31,14655.32,0.0,10496.11,-10496.11,0.0,UPI,Cancelled,,WH-East
O0014833,2024-01-29,C01184,Priya Gupta,Bhopal,Madhya Pradesh,West,P0120,Running Shoes 4,Sports,2,5964.61,4853.8,10,1192.92,298.1,11929.22,10736.3,10005.7,730.6,6.8,Credit Card,Delivered,2.0,WH-South
O0014852,2024-01-29,C00504,Vivaan Patel,Lucknow,Uttar Pradesh,North,P0081,Shampoo 1,Beauty,2,1972.84,1531.15,20,789.14,272.53,3945.68,3156.54,3334.83,-178.29,-5.65,Credit Card,Shipped,,WH-West
O0014986,2024-01-29,C02767,Mohit Saini,Bengaluru,Karnataka,South,P0013,Monitor 1,Electronics,1,2646.45,1648.91,5,132.32,346.85,2646.45,2514.13,1995.76,518.37,20.62,Debit Card,Delivered,4.0,WH-East
O0015777,2024-01-29,C00404,Arjun Sharma,Hyderabad,Telangana,South,P0061,Sneakers 1,Fashion,1,4220.05,2895.05,5,211.0,51.12,4220.05,4009.05,2946.17,1062.88,26.51,Credit Card,Processing,,WH-North
O0016758,2024-01-29,C02128,Mohit Verma,Chennai,Tamil Nadu,South,P0059,Jeans 3,Fashion,1,5406.79,3288.02,10,540.68,373.66,5406.79,0.0,3661.68,-3661.68,0.0,Cash on Delivery,Returned,7.0,WH-North
O0017224,2024-01-29,C00241,Kavya Joshi,Kanpur,Uttar Pradesh,North,P0111,Fiction Book 3,Books,4,2013.0,1394.02,30,2415.6,360.95,8052.0,5636.4,5937.03,-300.63,-5.33,UPI,Delivered,4.0,WH-South
O0018176,2024-01-29,C02624,Nisha Mehta,Pune,Maharashtra,West,P0027,Headphones 3,Electronics,1,7511.68,5178.34,15,1126.75,45.15,7511.68,6384.93,5223.49,1161.44,18.19,Credit Card,Delivered,6.0,WH-East
O0000115,2024-01-30,C01824,Aarav Saini,Bengaluru,Karnataka,South,P0073,Watch 1,Fashion,3,725.44,546.55,0,0.0,377.34,2176.32,2176.32,2016.99,159.33,7.32,Credit Card,Processing,,WH-East
O0000579,2024-01-30,C01542,Ananya Singh,Bengaluru,Karnataka,South,P0012,Tablet 4,Electronics,3,39703.39,32103.45,5,5955.51,355.72,119110.17,113154.66,96666.07,16488.59,14.57,Net Banking,Delivered,4.0,WH-North
O0001009,2024-01-30,C00039,Meera Sharma,Vadodara,Gujarat,West,P0060,Jeans 4,Fashion,5,4086.65,2960.22,20,4086.65,197.76,20433.25,16346.6,14998.86,1347.74,8.24,UPI,Delivered,1.0,WH-North
O0001962,2024-01-30,C02837,Meera Mishra,Hyderabad,Telangana,South,P0047,Lamp 3,Home,5,2297.94,1531.77,5,574.48,363.45,11489.7,10915.22,8022.3,2892.92,26.5,Net Banking,Delivered,7.0,WH-East
O0002529,2024-01-30,C00773,Mohit Gupta,Bengaluru,Karnataka,South,P0018,Keyboard 2,Electronics,5,49902.51,40179.16,5,12475.63,165.82,249512.55,237036.92,201061.62,35975.3,15.18,Credit Card,Delivered,4.0,WH-East
O0002852,2024-01-30,C02322,Kavya Sharma,Bengaluru,Karnataka,South,P0106,Business Book 2,Books,2,277.35,196.74,10,55.47,213.35,554.7,499.23,606.83,-107.6,-21.55,Credit Card,Delivered,4.0,WH-South
O0003900,2024-01-30,C02733,Rohan Prajapat,Surat,Gujarat,West,P0041,Coffee Maker 1,Home,2,2248.32,1664.97,10,449.66,94.23,4496.64,0.0,3424.17,-3424.17,0.0,Wallet,Cancelled,,WH-East
O0005271,2024-01-30,C01780,Aditya Kumar,Udaipur,Rajasthan,North,P0014,Monitor 2,Electronics,2,40576.52,22636.42,0,0.0,145.3,81153.04,81153.04,45418.14,35734.9,44.03,Debit Card,Delivered,8.0,WH-East
O0005509,2024-01-30,C00191,Priya Sharma,Nagpur,Maharashtra,West,P0108,Business Book 4,Books,1,1018.55,624.01,15,152.78,251.27,1018.55,865.77,875.28,-9.51,-1.1,Cash on Delivery,Delivered,8.0,WH-West
O0006347,2024-01-30,C01981,Mohit Patel,Kolkata,West Bengal,East,P0004,Laptop 4,Electronics,2,52109.12,41859.18,10,10421.82,91.0,104218.24,93796.42,83809.36,9987.06,10.65,Debit Card,Delivered,7.0,WH-South
O0008368,2024-01-30,C01153,Karan Verma,Bengaluru,Karnataka,South,P0003,Laptop 3,Electronics,1,28054.32,19729.0,30,8416.3,91.15,28054.32,19638.02,19820.15,-182.13,-0.93,Wallet,Delivered,4.0,WH-East
O0009373,2024-01-30,C02075,Ananya Patel,Coimbatore,Tamil Nadu,South,P0001,Laptop 1,Electronics,1,23584.02,13306.74,15,3537.6,281.51,23584.02,20046.42,13588.25,6458.17,32.22,Cash on Delivery,Delivered,2.0,WH-South
O0010484,2024-01-30,C01983,Riya Kumar,Bengaluru,Karnataka,South,P0040,Vacuum Cleaner 4,Home,2,3288.11,2614.62,20,1315.24,288.34,6576.22,5260.98,5517.58,-256.6,-4.88,UPI,Delivered,1.0,WH-South
O0012729,2024-01-30,C00420,Rohan Mehta,Udaipur,Rajasthan,North,P0101,Data Science Book 1,Books,1,634.51,424.21,0,0.0,208.75,634.51,634.51,632.96,1.55,0.24,Credit Card,Processing,,WH-South
O0013076,2024-01-30,C00211,Riya Sharma,Mysuru,Karnataka,South,P0126,Cricket Bat 2,Sports,1,7608.38,5459.9,5,380.42,54.86,7608.38,7227.96,5514.76,1713.2,23.7,UPI,Processing,,WH-South
O0013394,2024-01-30,C02611,Mohit Sharma,Ahmedabad,Gujarat,West,P0002,Laptop 2,Electronics,2,50040.52,37940.49,15,15012.16,73.87,100081.04,85068.88,75954.85,9114.03,10.71,Cash on Delivery,Delivered,7.0,WH-West
O0013820,2024-01-30,C02269,Aarav Jain,Udaipur,Rajasthan,North,P0067,Jacket 3,Fashion,2,4201.15,3325.07,5,420.12,292.01,8402.3,7982.18,6942.15,1040.03,13.03,Debit Card,Delivered,8.0,WH-South
O0013913,2024-01-30,C01999,Diya Sharma,Lucknow,Uttar Pradesh,North,P0101,Data Science Book 1,Books,3,950.65,673.24,20,570.39,157.12,2851.95,2281.56,2176.84,104.72,4.59,Cash on Delivery,Delivered,3.0,WH-South
O0014331,2024-01-30,C02581,Kavya Singh,Mysuru,Karnataka,South,P0053,T-Shirt 1,Fashion,4,1791.74,1300.84,15,1075.04,95.58,7166.96,6091.92,5298.94,792.98,13.02,UPI,Delivered,3.0,WH-North
O0015154,2024-01-30,C01979,Rohan Saini,Jaipur,Rajasthan,North,P0033,Mixer 1,Home,5,10920.49,8541.58,5,2730.12,251.74,54602.45,51872.33,42959.64,8912.69,17.18,Debit Card,Delivered,5.0,WH-West
O0015546,2024-01-30,C00897,Rahul Patel,Mumbai,Maharashtra,West,P0072,Backpack 4,Fashion,2,7603.1,5579.68,20,3041.24,100.73,15206.2,12164.96,11260.09,904.87,7.44,UPI,Shipped,,WH-South
O0016810,2024-01-30,C00774,Vivaan Jain,Bengaluru,Karnataka,South,P0021,Mouse 1,Electronics,2,20385.06,12719.68,20,8154.02,402.87,40770.12,32616.1,25842.23,6773.87,20.77,Debit Card,Delivered,3.0,WH-North
O0017659,2024-01-30,C00397,Pooja Singh,Pune,Maharashtra,West,P0002,Laptop 2,Electronics,1,4636.57,2550.21,5,231.83,402.7,4636.57,4404.74,2952.91,1451.83,32.96,UPI,Delivered,3.0,WH-South
O0018263,2024-01-30,C01632,Isha Patel,Vadodara,Gujarat,West,P0096,Sunscreen 4,Beauty,2,3749.88,2339.67,15,1124.96,227.58,7499.76,6374.8,4906.92,1467.88,23.03,Debit Card,Delivered,3.0,WH-South
O0018501,2024-01-30,C01564,Riya Joshi,Hyderabad,Telangana,South,P0045,Lamp 1,Home,4,6668.37,3952.06,5,1333.67,293.63,26673.48,25339.81,16101.87,9237.94,36.46,UPI,Processing,,WH-West
O0019405,2024-01-30,C00956,Arjun Singh,Mysuru,Karnataka,South,P0130,Dumbbells 2,Sports,1,3422.98,2157.56,20,684.6,344.34,3422.98,2738.38,2501.9,236.48,8.64,Net Banking,Delivered,5.0,WH-East
O0019632,2024-01-30,C01971,Pooja Patel,Kolkata,West Bengal,East,P0024,Mouse 4,Electronics,1,60610.09,49406.24,10,6061.01,416.91,60610.09,0.0,49823.15,-49823.15,0.0,Credit Card,Returned,2.0,WH-East
O0000067,2024-01-31,C00202,Kavya Saini,Chennai,Tamil Nadu,South,P0029,Air Purifier 1,Home,1,13788.76,10934.25,10,1378.88,79.82,13788.76,12409.88,11014.07,1395.81,11.25,Wallet,Shipped,,WH-West
O0000279,2024-01-31,C02518,Meera Yadav,Bengaluru,Karnataka,South,P0129,Dumbbells 1,Sports,1,11572.39,7706.08,20,2314.48,136.6,11572.39,9257.91,7842.68,1415.23,15.29,UPI,Delivered,3.0,WH-North
O0001774,2024-01-31,C02956,Aisha Gupta,Coimbatore,Tamil Nadu,South,P0113,Yoga Mat 1,Sports,2,1099.21,818.11,10,219.84,394.8,2198.42,1978.58,2031.02,-52.44,-2.65,Cash on Delivery,Delivered,4.0,WH-South
O0001871,2024-01-31,C02633,Aditya Verma,Hyderabad,Telangana,South,P0097,Programming Book 1,Books,2,2465.03,1614.75,5,246.5,93.41,4930.06,4683.56,3322.91,1360.65,29.05,UPI,Delivered,3.0,WH-West
O0002228,2024-01-31,C01480,Pooja Gupta,Kanpur,Uttar Pradesh,North,P0069,Backpack 1,Fashion,1,7710.23,4945.28,15,1156.53,303.29,7710.23,0.0,5248.57,-5248.57,0.0,UPI,Returned,7.0,WH-East
O0002762,2024-01-31,C02511,Ananya Saini,Hyderabad,Telangana,South,P0019,Keyboard 3,Electronics,5,28112.95,22391.23,10,14056.48,218.35,140564.75,126508.27,112174.5,14333.77,11.33,Credit Card,Delivered,8.0,WH-South
O0002826,2024-01-31,C00130,Pooja Mishra,Surat,Gujarat,West,P0031,Air Purifier 3,Home,4,16353.53,11560.7,5,3270.71,428.89,65414.12,62143.41,46671.69,15471.72,24.9,UPI,Delivered,2.0,WH-North
O0003832,2024-01-31,C01135,Aarav Saini,Mumbai,Maharashtra,West,P0085,Moisturizer 1,Beauty,4,4536.48,2711.43,25,4536.48,205.58,18145.92,13609.44,11051.3,2558.14,18.8,Credit Card,Shipped,,WH-East
O0004182,2024-01-31,C01312,Vivaan Sharma,Chennai,Tamil Nadu,South,P0029,Air Purifier 1,Home,5,12279.06,9993.01,10,6139.53,314.77,61395.3,55255.77,50279.82,4975.95,9.01,Debit Card,Delivered,5.0,WH-North
O0006683,2024-01-31,C00704,Karan Agarwal,Kanpur,Uttar Pradesh,North,P0070,Backpack 2,Fashion,2,6749.94,4223.6,30,4049.96,61.99,13499.88,9449.92,8509.19,940.73,9.95,Debit Card,Delivered,3.0,WH-North
O0006868,2024-01-31,C00113,Aarav Yadav,New Delhi,Delhi,North,P0085,Moisturizer 1,Beauty,1,2025.43,1157.09,10,202.54,249.57,2025.43,1822.89,1406.66,416.23,22.83,Wallet,Delivered,4.0,WH-West
O0007455,2024-01-31,C01177,Isha Sharma,Pune,Maharashtra,West,P0037,Vacuum Cleaner 1,Home,3,12169.43,8285.21,5,1825.41,409.2,36508.29,34682.88,25264.83,9418.05,27.15,UPI,Delivered,1.0,WH-South
O0007732,2024-01-31,C02806,Nisha Gupta,Jodhpur,Rajasthan,North,P0107,Business Book 3,Books,3,1124.9,636.52,20,674.94,65.61,3374.7,2699.76,1975.17,724.59,26.84,Credit Card,Delivered,7.0,WH-North
O0008253,2024-01-31,C01650,Sneha Saini,Mysuru,Karnataka,South,P0102,Data Science Book 2,Books,2,2087.81,1168.17,0,0.0,207.61,4175.62,0.0,2543.95,-2543.95,0.0,Credit Card,Returned,2.0,WH-South
O0010825,2024-01-31,C01014,Aisha Patel,Kolkata,West Bengal,East,P0132,Dumbbells 4,Sports,1,4990.83,3768.58,10,499.08,236.87,4990.83,4491.75,4005.45,486.3,10.83,Net Banking,Delivered,8.0,WH-North
O0011585,2024-01-31,C02476,Rohan Kumar,Chennai,Tamil Nadu,South,P0022,Mouse 2,Electronics,4,7951.13,5592.45,0,0.0,395.68,31804.52,31804.52,22765.48,9039.04,28.42,Credit Card,Processing,,WH-North
O0011646,2024-01-31,C01248,Isha Joshi,Mysuru,Karnataka,South,P0102,Data Science Book 2,Books,2,1941.63,1591.21,10,388.33,225.34,3883.26,3494.93,3407.76,87.17,2.49,Credit Card,Processing,,WH-South
O0011848,2024-01-31,C02330,Pooja Kumar,Hyderabad,Telangana,South,P0007,Smartphone 3,Electronics,2,16392.33,12053.62,0,0.0,439.22,32784.66,32784.66,24546.46,8238.2,25.13,Credit Card,Delivered,8.0,WH-West
O0011976,2024-01-31,C02119,Karan Patel,New Delhi,Delhi,North,P0035,Mixer 3,Home,2,3270.08,2245.8,30,1962.05,390.88,6540.16,4578.11,4882.48,-304.37,-6.65,Credit Card,Shipped,,WH-North
O0012150,2024-01-31,C00580,Vivaan Singh,Mysuru,Karnataka,South,P0116,Yoga Mat 4,Sports,3,1353.34,840.35,15,609.0,122.69,4060.02,3451.02,2643.74,807.28,23.39,UPI,Processing,,WH-East
O0013548,2024-01-31,C01640,Neha Kumar,Kolkata,West Bengal,East,P0110,Fiction Book 2,Books,2,2236.11,1409.59,10,447.22,184.97,4472.22,4025.0,3004.15,1020.85,25.36,Cash on Delivery,Processing,,WH-South
O0016657,2024-01-31,C01166,Aarav Yadav,New Delhi,Delhi,North,P0129,Dumbbells 1,Sports,3,1734.79,1339.74,10,520.44,181.93,5204.37,4683.93,4201.15,482.78,10.31,Net Banking,Delivered,1.0,WH-South
O0016877,2024-01-31,C02617,Nisha Joshi,New Delhi,Delhi,North,P0019,Keyboard 3,Electronics,1,11299.52,9217.9,0,0.0,348.55,11299.52,11299.52,9566.45,1733.07,15.34,Cash on Delivery,Delivered,6.0,WH-North
O0017206,2024-01-31,C00489,Diya Gupta,Bengaluru,Karnataka,South,P0029,Air Purifier 1,Home,3,13511.83,10797.93,20,8107.1,121.01,40535.49,32428.39,32514.8,-86.41,-0.27,Debit Card,Delivered,6.0,WH-West
O0018229,2024-01-31,C02806,Nisha Gupta,Jodhpur,Rajasthan,North,P0058,Jeans 2,Fashion,1,5657.27,3454.24,5,282.86,256.3,5657.27,5374.41,3710.54,1663.87,30.96,Wallet,Delivered,8.0,WH-North
O0018483,2024-01-31,C00020,Diya Singh,Kolkata,West Bengal,East,P0017,Keyboard 1,Electronics,2,54975.37,44533.46,30,32985.22,40.4,109950.74,76965.52,89107.32,-12141.8,-15.78,UPI,Processing,,WH-East
